Job Title,Company Name,Location,Categorie,Job type,Seniority,Minimum experience,Salary,Job Description,Job URL
Branch Assistant Manager,EXPERT BEAUTE (JE) PTE. LTD.,"Westgate, 3 Gateway Drive 608532",Personal Care / Beauty,Full Time,Manager,3 years exp,"$3,000to$5,000","Manage one or more outlets Ensure monthly target is achieved Liaise with other staff members to ensure cleanliness, maintenance and service standards are upheld Lead and motivate a team of consultants / beauticians to maximize sales through maintaining excellent service and retail standards to achieve customer service and sales goals Maintain good relationship with customers and ensure customers appointments are scheduled smoothly. Good management & communications interpersonal skills  Salary Range (Mandatory): $3000- $5000 + Attractive Commission + Bonus (Total income: $5000-10000) At least 3 year(s) of working experience Bilingual in English & Mandarin in order to liaise with Mandarin speaking clients Able to work on weekends and public holidays Energetic, sales driven, self-motivated & independent Candidate possessing a Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Hospitality/Tourism/Hotel Management, Business Studies/Administration/Management, Others, Personal Services or equivalent is a plus Preferably Managers specializing in Personal Care/Beauty/Fitness Service or equivalent.",https://www.mycareersfuture.gov.sg/job/personal-care/branch-assistant-manager-expert-beaute-0b958ae3981de3ca5d6fbe24726731b8?source=MCF&event=Search
Assistant Reservations Manager,MURRAY PTE. LTD.,222 SYED ALWI ROAD 207781,Hospitality,Full Time,Manager,5 years exp,"$3,000to$4,500","Roles & Responsibilities An exciting opportunity has arrived at The Garcha Group, Singapore’s boutique hotel group currently with the following hotels: - Maxwell Reserve, Autograph Collection Hotel (Marriott); - Duxton Reserve, Autograph Collection Hotel (Marriott); - The Vagabond Club, a Tribute Portfolio Hotel (Marriott); - The Serangoon Club, a Tribute Portfolio Hotel (Marriott). Garcha Group Benefits: - As an associate of a Marriott hotel, you, your parents or parents-in-laws, children, spouse/domestic partner and siblings are eligible for discounts on F&B and room rates in 7,000+ hotels world-wide. - As an associate of a Marriott hotel, you have access to the “Global Learning + Development” tool which creates for you personalized learning experiences designed to help you thrive in their Marriott career journey. (see - 2 nights yearly staycation including all meals and beverage (incl. alcoholic) in any of the 4 Garcha Group hotels in Singapore. - 20% off Food/Alcohol Bill at all Garcha Group restaurants and bars POSITION SUMMARY: - Process all reservation requests, changes, and cancellations received by phone, fax, or mail. - Ensure that all correspondence are replied within 24 hours. - Identify guest reservation needs and determine appropriate room type. Verify availability of room type and rate. - Explain guarantee, special rate, and cancellation policies to callers. - Accommodate and document special requests. - Answer questions about property facilities/services and room accommodations. - Follow sales techniques to maximize revenue. Input and access data in reservation system. - Indicate special room reservation types (e.g., complimentary rooms, employee discounts, travel agent inspection rates, and wholesale reservations) by inputting the correct code and rate into the reservation system. - Follow proper escalation procedures when addressing guest concerns. Key Requirements  At least 5 year experience in a similar role Fluent in English (Written and Spoken) Excellent telephone & email etiquette",https://www.mycareersfuture.gov.sg/job/hospitality/assistant-reservations-manager-murray-ffb9e3fe8f32c0691a7a0ea434e61fde?source=MCF&event=Search
Bar Supervisor,MURRAY PTE. LTD.,222 SYED ALWI ROAD 207781,Hospitality,Full Time,Executive,4 years exp,"$3,000to$4,500","An exciting opportunity has arrived at The Garcha Group, Singapore’s luxury boutique hotel group with four hotels in Singapore, all of which are franchised under Marriott International—the world’s largest and most prestigious hotel company. Marriott Hotels: · Duxton Reserve Singapore, Autograph Collection · Maxwell Reserve Singapore, Autograph Collection · The Vagabond Club, a Tribute Portfolio Hotel · The Serangoon Club, a Tribute Portfolio Hotel Restaurants & Bars: · Yellow Pot, Anouska's (Duxton Reserve) · Shikar, Cultivate Cafe, Isabel Bar, Officers’ Mess Polo Bar (Maxwell Reserve) · The Whiskey Library & Jazz Club, Sharab aur Kebab (The Vagabond Club) · GupShup (The Serangoon House) Garcha Group Benefits: · As an associate of a Marriott hotel, you, your parents or parents-in-law, children, spouse/domestic partner, and siblings are eligible for discounts on F&B and room rates in 8,700+ hotels worldwide · As an associate of a Marriott hotel, you have access to the “Global Learning + Development” tool which creates for you personalised learning experiences designed to help you thrive in your Marriott career journey · Comprehensive health insurance plan · 2-night yearly staycation including all meals and beverage (incl. alcoholic) in any of the four Garcha Group hotels in Singapore · 20% off food & beverage at Garcha Group restaurants and bars and all Marriott hotels Responsibilities:  Personally and frequently verify that the guests receiving the best possible restaurant service (breakfast, lunch, executive lounge, dinner, Bar, Events). Ensure restaurants have the correct “vibe” at all times; ensuring the sound, light, look of everything, including staff look/uniform/attitude reflects the brand. Ensure Marriott L&D and Lobster Inc training is completed constantly (learning never stops). Communicate politely and effectively with the culinary team. Entertaining guests in a consistent, professional and positive attitude. Maintain high standards of sanitation and cleanliness per Singapore Government and Marriott Standards. Monitor the quality and quantity of all food and beverage items served. Inventory management and reporting routinely.",https://www.mycareersfuture.gov.sg/job/hospitality/bar-supervisor-murray-477c662cfe2ba13b336a1437c760ada7?source=MCF&event=Search
Assistant Housekeeping Manager,MURRAY PTE. LTD.,222 SYED ALWI ROAD 207781,Hospitality,Full Time,Manager,6 years exp,"$3,000to$4,500","An exciting opportunity has arrived at The Garcha Group, Singapore’s luxury boutique hotel group with four hotels in Singapore, all of which are franchised under Marriott International—the world’s largest and most prestigious hotel company. Marriott Hotels: · Duxton Reserve Singapore, Autograph Collection · Maxwell Reserve Singapore, Autograph Collection · The Vagabond Club, a Tribute Portfolio Hotel · The Serangoon Club, a Tribute Portfolio Hotel Restaurants & Bars: · Yellow Pot, Anouska's (Duxton Reserve) · Shikar, Cultivate Cafe, Isabel Bar, Officers’ Mess Polo Bar (Maxwell Reserve) · The Whiskey Library & Jazz Club, Sharab aur Kebab (The Vagabond Club) · GupShup (The Serangoon House) Garcha Group Benefits: · As an associate of a Marriott hotel, you, your parents or parents-in-law, children, spouse/domestic partner, and siblings are eligible for discounts on F&B and room rates in 8,700+ hotels worldwide · As an associate of a Marriott hotel, you have access to the “Global Learning + Development” tool which creates for you personalised learning experiences designed to help you thrive in your Marriott career journey · Comprehensive health insurance plan with Raffles Insurance with the option to upgrade at subsidised corporate rates · 2-night yearly staycation including all meals and beverage (incl. alcoholic) in any of the four Garcha Group hotels in Singapore · 20% off food & beverage at Garcha Group restaurants and bars and all Marriott hotels SUMMARY: Responsible for the daily shift operations of Housekeeping and Internal Laundry. Directs and works with employees to ensure property guestrooms, public space and employee areas are clean and well maintained. Completes inspections and holds people accountable for corrective action. Position assists in ensuring guest and employee satisfaction while maintaining the operating budget. Coordinates the housekeepers and works as a team, creating a positive environment. TASKS & RESPONSIBILITIES: Managing Housekeeping Operations  Ensures guest room status is communicated to the Front Desk in a timely and efficient manner. Works effectively with the Engineering department on guestroom maintenance needs. Supervises the property general cleaning schedule. Obtains list of rooms to be cleaned immediately and list of prospective check-outs or discharges to prepare work assignments. Inventories stock to ensure adequate supplies. Supervises daily Housekeeping shift operations and ensures compliance with all housekeeping policies, standards and procedures. Assists in the ordering of guestroom supplies, cleaning supplies and uniforms. Supports and supervises an effective inspection program for all guestrooms and public space. Communicates areas that need attention to staff and follows up to ensure understanding. Ensures all employees have proper supplies, equipment and uniforms. Plan the staff needs to support the team  Managing Departmental Costs  Participates in the management of the department’s controllable expenses to achieve or exceed budgeted goals. Understands the impact of department’s operations on the overall property financial goals and objectives and manages to achieve or exceed budgeted goals.  Ensuring Exceptional Customer Service  Responds to and handles guest problems and complaints. Strives to improve service performance. Empowers employees to provide excellent customer service.  Conducting Human Resources Activities  Participates as needed in the investigation of employee accidents. Supervises staffing levels to ensure that guest service, operational needs, and financial objectives are met. Ensures employees understand expectations and parameters. Ensures property policies are administered fairly and consistently, disciplinary procedures and documentation are completed according to Standard and Local Operating Procedures (SOPs and LSOPs) and support the Peer Review Process. Observes service behaviors of employees and provides feedback to individuals. Uses all available on the job training tools to train new room attendants and provide follow-up training as necessary. Participates in the employee performance appraisal process, providing feedback as needed. Assists as needed in the interviewing and hiring of employee team members with the appropriate skills. Supports a departmental orientation program for employees to receive the appropriate new hire training to successfully perform their job. Participates in employee progressive discipline procedures.  MANAGEMENT COMPETENCIES Leadership  Adaptability - Determines how change impacts self and others; displays flexibility in adjusting priorities; and communicates both the reasons for change and how it impacts the workplace. Communication - Customizes approach to conveying complex information and ideas to others in a convincing and engaging manner; appropriately interprets verbal and non-verbal behavior; and models active listening to ensure understanding.. Problem Solving and Decision Making - Models and coaches others on breaking complex issues into manageable parts, identifying and evaluating alternatives and their implications before making decisions, and involving and gaining agreement from others when making key decisions. Professional Demeanor - Exhibits behavioral styles that convey confidence and command respect from others; makes a good first impression and represents the company in alignment with its values.  Managing Execution  Building and Contributing to Teams - Leads and participates as a member of a team to move the team toward the completion of common goals while fostering cohesion and collaboration among team members. Driving for Results - Sets high standards of performance for self and/or others; assumes responsibility for work objectives; initiates, focuses, and monitors the efforts of self and/or others toward the accomplishment goals; proactively takes action and goes beyond what is required. Planning and Organizing - Gathers information and resources required to set a plan of action for self and/or others; prioritizes and arranges work requirements for self and/or others to accomplish goals and ensure work is completed.  Building Relationships  Coworker Relationships - Interacts with others in a way that builds openness, trust, and confidence in the pursuit of organizational goals and lasting relationships. Customer Relationships - Develops and sustains relationships based on an understanding of customer needs and actions consistent with the company’s service standards. Global Mindset - Supports employees and business partners with diverse styles, abilities, motivations, and/or cultural perspectives; utilizes differences to drive innovation, engagement and enhance business results; and ensures employees are given the opportunity to contribute to their full potential.  Generating Talent and Organizational Capability  Organizational Capability - Evaluates and adapts the structure of team assignments and work processes to best fit the needs and/or support the goals of an organizational unit. Talent Management - Provides guidance and feedback to help individuals develop and strengthen skills and abilities needed to accomplish work objectives.  Learning and Applying Professional Expertise  Applied Learning - Seeks and makes the most of learning opportunities to improve performance of self and/or others. Business Acumen - Understands and utilizes business information to manage everyday operations and generate innovative solutions to approach team, business, and administrative challenges. Technical Acumen - Understands and utilizes professional skills and knowledge in a specific functional area to conduct and manage everyday business operations and generate innovative solutions to approach function-specific work challenges Cleaning Materials, Equipment, and Techniques - Knowledge of use, handling, storage, and disposal of cleaning chemicals and equipment (including Material Safety Data Sheet requirements), and use of personal protective equipment. Housekeeping Tracking and Inventory - Knowledge of inventory and purchasing policies, procedures, and best practices. General Housekeeping - Knowledge of procedures, policies and techniques for cleaning all public areas, trash handling and removal, room item replenishment and placement, treatment of room damage and stain removal, use of cleaning supplies, floor care and maintenance, general housekeeping codes, cart care, uniform control, inventory management, room status change systems and opening and closing of the house. Ability to use general housekeeping codes to indicate room readiness. EIWO (Everything In Working Order) - The ability to inspect and identify guest room components (e.g., light bulbs, remote control, air conditioning units, toilets, appliances, vacuums) for functional deficiencies. This includes reporting procedures. Environmental Sustainability – Knowledge of products and procedures that reduce, recycle or reuse natural resources such as bed linen and towel re-use programs. Preventative Maintenance - Knowledge of general cleaning programs and policies to extend the life of materials and areas. For example, knowledge of carpet, tile, and floor care including daily cleaning, heavy extraction, and interim cleaning.",https://www.mycareersfuture.gov.sg/job/hospitality/assistant-housekeeping-manager-murray-5264ec4fd6ab1fdff510c6b7a275d404?source=MCF&event=Search
"Executive /  Senior Executive, Zone Operations, RHSO(7156)",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,1E KENT RIDGE ROAD 119228,Healthcare / Pharmaceutical,Permanent,Executive,2 years exp,"$2,600to$5,000","Overview Lead community care team operations in assigned area to improve health and anchor care in the community. Job Responsibilities 1) Support community care team operations in an assigned area to support the residents in leading a healthy lifestyle including the following community operations.  Transition care programme Community Health Posts  2) Engage community partners in the assigned area to collaborate in taking care of the health of the residents and coordinate community operations. 3) Support in operations planning in assigned area.  Ops data analysis and monitor workload. Monitor the performance of ops KPIs.  4) Support in improving community operations to enhance care and residents experience.  Pilot new programmes and processes. Evaluate the use of technology to ease workflow improvement. Evaluate success of pilot programs for future action.  5) Support in the overall Patient Experience efforts to improve residents experience and quality of care.  Manage feedback from all sources and work closely with stakeholders in the investigation and service recovery process to ensure residents’ concerns are addressed. Evaluate feedback and work with various stakeholders to identify potential service gaps.  6) Any other duties. Requirements  Bachelor Degree With relevant experience in healthcare, operations related and/or customer service environment Minimum 2 years of experience Writing skill Communication skill Interpersonal skill Strong sense of responsibility and ability to manage complaints and feedback",https://www.mycareersfuture.gov.sg/job/healthcare/executive-senior-executive-zone-operations-rhso-national-university-health-system-2352e991312cee32dbc73a58be772647?source=MCF&event=Search
"Senior /  Staff Nurse, Community Nursing, RHSO*(394)",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,1E KENT RIDGE ROAD 119228,Healthcare / Pharmaceutical,Contract,Professional,2 years exp,"$2,500to$5,000","Job Description As a Senior / Staff Nurse in Community Nursing, you will be required to perform nursing care and health coaching within the areas of:  Health Promotion & Illness Prevention through patient education Primary Care by performing basic assessment and health education to the general public Home Care services for patients transiting from hospital to home Any other community related duties will be assigned.  Requirements ● Possess Diploma / Degree in Nursing and must be registered with Singapore Nursing Board ● Minimum 2 – 3 years of relevant work experience in Community Setting ● Able to work independently and as a team ● Strong organisational, coordination, interpersonal and communication skills ● Able to converse in local languages is preferred",https://www.mycareersfuture.gov.sg/job/healthcare/senior-staff-nurse-community-nursing-rhso-national-university-health-system-46b6d54403f7d55bc484fca075d66794?source=MCF&event=Search
HSG Senior Executive(7122),NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,1E KENT RIDGE ROAD 119228,Healthcare / Pharmaceutical,Contract,Senior Executive,3 years exp,"$2,600to$5,000","Overview and purpose of the position The incumbent be responsible to operationalise engagement and operational strategies in support of MOH Healthier SG /Age WELL SG and play a role in the crisis response team.  To facilitate and create a smooth and seamless process to enrol eligible residents on Healthier SG To effectively communicate and convey the mission, vision and its benefits of Healthier SG To render assistance in residents in resetting of Singpass To educate and assist residents with the successful on boarding to Health 365 and Health Hub App On-board residents who are Non-adopter to H365 Lite  Qualifications and Job Requirements  Validate individual’s incentive who completed their 1st Health Plan Consultation Diploma/degree in any discipline, preferably in the Healthcare industry. At least 3 – 6 years of working experiences, with at least 2 years in supervisory role. Confident and comfortable to work with all levels of internal and external stakeholders. Possess strong and effective organization skills. Able to work in a fast-paced and dynamic work environment, both in indoor and outdoor operational environments. Meet vaccination requirements mandatory by law to work in Public Health Institutions (PHI).",https://www.mycareersfuture.gov.sg/job/healthcare/hsg-senior-executive-national-university-health-system-88b261d072250930c465423ac284cadf?source=MCF&event=Search
IT Desktop Engineer,NCS PTE. LTD.,N/A,Information Technology,"Contract, Full Time",Senior Executive,2 years exp,"$2,550to$5,000","NCS is a leading technology services firm with presence in Asia Pacific and partners with governments and enterprises to advance communities through technology. Combining the experience and expertise of its 10,000-strong team across 49 specialisations, NCS provides differentiated and end-to-end technology services to clients with its NEXT capabilities of digital, cloud, platforms as well as core offerings in application, infrastructure, engineering and cyber security. NCS also believes in building a strong partner eco-system with leading technology players, research institutions and start-ups to support open innovation and co-creation. For more information, visit ncs.co.  We are committed to a safe and healthy environment for our employees & customers and will require all prospective employees to be fully vaccinated. As a Senior Desktop Engineer, the broad area of your job responsibilities will cover the following: · Ability to guide the team and resolve incident escalated by Desktop Support Assistant in confirming the validity of the problem and seeking and researching for known solutions related to these more complex issues. · Performed Desktop Support services to users · This includes receiving, prioritizing, documenting and actively resolving end user help requests and escalating incidents when necessary to maintain customer satisfaction and SLA expectations. · Perform imaging/re-imaging · Perform asset inventories · Perform technical escalation to 3rd party vendor or resolver groups (where appropriate) · Updates Incident records · Creates and updates work instructions (where necessary) · Document standards and procedures (where necessary)  Ideal candidate should possess the following: · Min 2 years’ Service Desk front and back-office experience with experience in leading a team · Experience in managing virtual team · Strong people management and leadership skills · Strong analytical and project management skills",https://www.mycareersfuture.gov.sg/job/information-technology/desktop-engineer-ncs-a78de2fb869b2c5d3bb622b525b7cad5?source=MCF&event=Search
"Senior Executive / Assistant Manager, Care and Call Centre, RHSO(7152)",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,1E KENT RIDGE ROAD 119228,Healthcare / Pharmaceutical,Permanent,Senior Executive,1 year exp,"$2,600to$5,200","As a Senior Executive/Assistant Manager, you are responsible to support the day-to-day operations of the Care and Call Centre (CareHub) to meet CareHub’s service standards, key performance indicators (KPIs) and deliver a positive customer experience for residents and community partners who reach in to CareHub for support to age well in the community. You will work closely with stakeholders and the CareHub team including Call Centre Officers (CCOs) who are helming CareHub, to draft, develop and implement requirements (including IT systems) and collaborative workflows and SOPs to bring plans into reality dovetailed to implementation timeline, organisation’s strategies, priorities and national’s directives. You will ensure that CCOs are properly trained and supported by a relevant knowledge management system to support handling of enquiries in the most professional and timely manner. You will have the opportunity to support the developmental plans and partnerships of CareHub by driving and facilitating conversations with stakeholders and community partners to further develop CareHub and review CareHub’s functions and initiatives which improve outcomes in tandem with the wider community ecosystem. Another key accountability is data visualization and reporting of CareHub’s KPIs and standards to stakeholders and senior management in a timely manner. You are passionate about service and innovation with a quality improvement mindset and shall play an active role in sustaining the team’s positive and service oriented culture. You will have the opportunity to be exposed to other functions / roles in the division if you have the capability to take on concurrent roles. Key accountabilities but not limited to:  Support the day-to-day operations of the CareHub including being the point of escalation when required, in line with CareHub’s service standards, key performance indicators (KPIs), developmental plans and organisation’s policies Support in the implementation of CareHub’s functions and IT systems through monitoring and tracking of timelines, translating plans and requirements into actionable workflows, development/review of SOPs to working collaboratively with stakeholders, vendors and users to propose go-forward solutions to meet implementation timeline Facilitate collaborative conversations and change management with presentation slides internally and with stakeholders to further develop CareHub’s functions and facilitate adoption of new/improved workflows and SOPs Support in the continuous development and implementation of projects and quality initiatives to enhance operational effectiveness and efficiency with a focus on providing a positive customer experience in line with CareHub’s standards and KPIs. Risk management incorporated in workflows and SOPs Ensure that Call Centre Officers are competent and trained in the most efficient and timely manner supported by a relevant knowledge management system Data visualization and reporting of CareHub’s KPIs and standards to stakeholders and senior management in a concise and timely manner Utilise data driven approach to identify opportunities and forecast growth areas / trends to further develop CareHub Keep abreast of the current issues impacting the healthcare industry and conduct periodic scanning for new ways and modes which CareHub could better support our residents and partners  Requirements  Good bachelor’s degree in any discipline. Preferably with relevant Contact Centre / healthcare and operations related experience Have experience with project management and working collaboratively with stakeholders at all levels to successfully deliver outcomes / meet project milestones Highly adaptable and responds with resilience when faced with multiple demands, shifting priorities and ambiguity Highly independent, self-motivated and collaborative in team setting Good analytical and organization skills with attention to details Excellent interpersonal, communication, presentation, writing and problem solving skill Ability to analyse complex issues, identify and communicate potential solutions to get buy-in Ability to interpret data, visualize and derive insights to drive outcomes Positive attitude with a customer experience mindset Possess Quality improvement (QI) mindset to ensure standards are relevant, maintained and CareHub is constantly innovating to be better Proficiency with data visualization / processing and Microsoft suite of applications (eg. Excel, Powerpoint, Word)",https://www.mycareersfuture.gov.sg/job/healthcare/senior-executive-assistant-manager-care-call-centre-rhso-national-university-health-system-7e941a04ffc06258e7586f95a32f53e2?source=MCF&event=Search
Preschool L1 / L2 English Teacher,LITTLE SAGE INTERNATIONAL PRESCHOOL PTE. LTD.,N/A,Education and Training,Full Time,Non-executive,1 year exp,"$3,000to$4,800","Scope of responsibilities:  To guide and care for children ages 18 months to 6 years old and commit to quality and safety of each child’s well-being Plan and implement lessons and programmes based in keeping with our curriculum frameworks and philosophy Prepare developmentally appropriate teaching materials to enhance learning Monitor and maintain accurate children's progress, and provide regular updates, documentation, reports and feedback. Collaborate with families to ensure continuity of care and learning between the home and school Be responsible for the upkeep of the classroom and the school's environment Participate in event management as well other projects/initiatives as needed  The ideal candidate:  Enjoy working with children High level of reliability, integrity with a positive and mature disposition Team player and individual contributor Candidate must possess at least a Professional Certificate or Diploma in Early Childhood Care and Education or equivalent. Certified by ECDA at L1/L2 category Those currently pursuing part-time studies in early childhood education are welcome to apply Interested candidate please send your resume stating with current and expected salary, reason of leaving and notice period",https://www.mycareersfuture.gov.sg/job/education-training/preschool-l1-l2-english-teacher-little-sage-international-preschool-c1ba4b5abcefe68dbbb6ecf8bea54022?source=MCF&event=Search
"Senior Executive, Corporate Development & Performance Management, RHSO(7529)",NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,1E KENT RIDGE ROAD 119228,Healthcare / Pharmaceutical,Permanent,Senior Executive,3 years exp,"$2,600to$5,000","Job Responsibilities Corporate Planning and Development  Work with stakeholders to review the strategic workplan priorities for Regional Health System Office in response to changes in operating landscape and MOH’s directions Coordinate and prepare annual workplan and financial budget for collective appreciation and decision-making Prepare presentation slides on development of corporate strategy, annual workplan and budget; Provide secretariat support, including minute taking, and staffing meetings and conversations as part of the Pophealth Headquarters Oversee and maintain the calendar of events and coordinate strategic-level meetings  Performance Management  Facilitate reporting of work targets and workstreams by various departments and divisions Review and monitor corporate KPIs and goals; staff and facilitate discussions to drive consensus among stakeholders  Space Management  Facilitate working level discussion and timely follow up on requirements for overall workspace planning Manage overall office and space seating plan for RHSO departments  Others  Organise events such as townhall and other staff engagement activities to support the communication of corporate strategy and foster organisational team bonding  Job Requirements  Bachelor Degree with good communication and writing skill At least 3 years working experience Ability to work in a fast-paced and able to multitask Possess sense-making and critical thinking skills  Prior experience in secretarial work and healthcare experience is an advantage",https://www.mycareersfuture.gov.sg/job/healthcare/senior-executive-corporate-development-performance-management-rhso-national-university-health-system-5aa2c7b084652c7fbe447b1a4e382021?source=MCF&event=Search
Department Manager (Retail)  /  5 days work,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,N/A,"Sales / Retail, Wholesale Trade","Permanent, Full Time",Manager,3 years exp,"$3,230to$3,980","As a Department Manager in our retail supermarket, you play a vital role in ensuring the seamless execution of front-end and back-end activities within your designated product category. You will lead a team, maintain high merchandising standards, drive sales, and contribute to the overall success of the store. Your responsibility extends to achieving departmental goals, fostering a positive working environment, and continuously improving store operations.  Key Responsibilities: Merchandising & Product Management:  Execute product merchandising and maintain store displays in accordance with the company's guidelines & standards. Develop and maintain an innovative and appealing store layout that maximizes product visibility and enhances customer experience. Stay updated with industry trends, product developments, and market dynamics to facilitate sales forecasting, inventory management, and strategy formulation.  Sales & Performance:  Work diligently to achieve company and departmental goals, Key Performance Indicators (KPIs), and revenue targets. Actively support and participate in promotional activities, contributing to increased foot traffic and sales. Collaborate with the team to create a productive and cooperative work environment that enhances overall store performance.  Team Leadership:  Lead and inspire your team, setting an example of excellence through your own work ethics and attitude. Foster a culture of exceptional customer service and sales performance by coaching, motivating, and developing team members. Undertake ad-hoc tasks as assigned by reporting managers.  Requirements: - At least 1-2 yrs in a similar role with supervisory & management experience in a supermarket environment - Strong communication & time management skills - Able to commit to rotating shifts (opening & closing hrs)  Staff welfare and benefits, along with exciting career progression opportunities! Reach out to us today and seize your future!",https://www.mycareersfuture.gov.sg/job/sales/department-manager-5-days-work-pan-pacific-retail-management-1c9c8510f4bf0bacd8259ff080ab5f69?source=MCF&event=Search
Senior  /  Guest Service Assistant,VILLAGE HOTEL SENTOSA,N/A,Hospitality,"Permanent, Full Time",Non-executive,1 year exp,"$2,200to$2,600","Responsibilities:  Work closely with the Assistant Manager and priovided courteous services to guests and responds efficiently and tactfully to guests' complaints, requests and enquiries Liaise closely with Concierge, Reception and Front Office cashier on guests' arrivals and departures Establish contacts with house guests/ long staying guests and renders assistance when neccessary Make courtesy calls to guests Requisite and keep stock of promotional materials for daily operations Ensure efficient and courteous services in baggage, transport handling and general enquiries   Requirements:  O-Level or equivalent Willing to perform rotating shifts Positive attitude with outgoing personality and good communication skills Experience in hospitality and knowledge of Opera will be advantageous",https://www.mycareersfuture.gov.sg/job/hospitality/senior-guest-service-assistant-village-hotel-sentosa-e3017485de27394e86fe1a6048236db1?source=MCF&event=Search
Office Admin Executive,GAIA LIFESTYLE HOLDINGS PTE. LTD.,"OXLEY TOWER, 138 ROBINSON ROAD 068906","Admin / Secretarial, Customer Service",Full Time,Executive,1 year exp,"$2,600to$3,000","Established in 2019, Gaia Lifestyle Holdings Pte. Ltd. is a Food and Beverage (F&B) and Shared Services Company managing F&B Operations as well as providing support services to a rapidly growing Group of Companies in multiple industries comprising concert/live shows management and promotions, F&B, hospitality, and real estate management. Gaia Lifestyle Holdings Pte. Ltd. regularly measures and improves process quality, examines, and applies best industry practices, identifies new and advanced technological implementations as well as trains and develops our employees to keep them relevant.  The primary role of the Office Admin Executive is to provide support to the Office Admin Manager and any other persons or companies assigned, in a professional and timely manner. This individual should possess good communication, friendly and approachable personality, and is a good team player.  Job Responsibilities  Coordinate and assist in day-to-day general administration duties such as managing phone calls, correspondences (e.g.: e-mail, letters, etc), paperwork duties (e.g.: filing, scanning, etc) and reception duties Assist with Employee Onboarding such as preparation of office equipment, stationery and software Maintain office supplies such as business cards, stationery, pantry, water dispensers Make arrangement for the ordering of gifts such as flowers, hampers, vouchers and gift packages Manage office maintenance such as aircon, toilet, printer and cleaning services and liaise with external vendors and suppliers Provide support to IT team in receiving delivery order, checking invoice and processing payment matters Check against IT ticketing system for request of IT equipment and assist in service delivery such as distribute mouse request, charges and label IT assets Coordinate and manage the booking of meeting rooms when necessary Upkeep the cleanliness and maintenance of the meeting rooms and office facilities Assist in ordering and coordination of refreshments for meetings Arrange for courier services and handle all incoming and outgoing correspondences Maintain admin database such as staff contact list, access card list, office key list, birthday list and announcement Organise Company Functions and travel arrangements for Company, if any Document Standard of Procedures for all admin processes Assist in ad-hoc duties as and when required  Job Requirements  Diploma/A Levels/ITE/Professional Certificate in any field Good disposition, interpersonal, meticulous and detail-oriented with ability to multi-task Comfortable working in a fast-paced environment Possess a positive attitude to learn and grow with the company Proficiency in Microsoft Office will be an advantage Able to work independently and as well as a team",https://www.mycareersfuture.gov.sg/job/admin/office-admin-executive-gaia-lifestyle-holdings-d6d0df19d20d4c5e9af3042a13dd51ad?source=MCF&event=Search
Category Support Executive (Vitamins & Supplements),GUARDIAN HEALTH & BEAUTY,"GIANT, 21 TAMPINES NORTH DRIVE 2 528765","Admin / Secretarial, Sales / Retail",Full Time,Executive,1 year exp,"$2,800to$3,000","About Us  Established in 1972, Guardian Health & Beauty is Singapore’s Number 1 Health and Beauty retailer. With more than 126 stores nation-wide, it retails a comprehensive range of health & beauty products. Guardian has evolved from its pharmacy roots to a holistic one-stop solution for customers’ health and beauty needs. It continues to expand its products and service range to meet the redefinition of beauty by today’s customers – where health meets beauty.  With a strong health heritage, it has the largest network of award-winning pharmacists and a wide selection of health products. Professional services such as patient-care counselling, dispensary services, beauty and personal care solutions are offered at stores as a convenient one-stop for health and beauty. Guardian also operates its online store with more than 9,000 products available and offers the “Click & Collect” services. For more information, please visit www.guardian.com.sg. Follow Guardian Health & Beauty on Facebook, Instagram, Telegram, Youtube and TikTok.  Guardian Health & Beauty is a Progressive Wage (PW) mark accredited company.  The Role  Prepare and submit all system maintenance forms before the cut-off time Prepare payment requisition Prepare monthly billing for claims/promotion/new product listings, & etc Liaise with suppliers on promotions forms and claims and settle discrepancies Prepare and compile agency format for submission to marketing, store bulletin and letter of authorization to vendors Prepare sales report and analysis for Merchandise Manager and Category Manager Prepare promotion listing via securing support, consolidation and running tool Prepare slides presentation and meeting Any other ad-hoc administrative tasks  Requirements  Dynamic, self-motivated and able to work under pressure Possess excellent communication (spoken and written) and interpersonal skills Proficient in MS Excel (Vlookup / Piviot table) and Powerpoint  Benefits  Team Member Discount Subsidized Medical and Dental Benefits Training provided Career Advancement  Location: Tampines North",https://www.mycareersfuture.gov.sg/job/admin/category-support-executive-guardian-health-beauty-b89dfcd5fde0d8ba61df0e7498a7a9b4?source=MCF&event=Search
